year,oshpd_id,county_number,county_name,facility_name,dba_address1,dba_city,dba_zip_code,license_category_desc,teaching_hospital_desc,licensed_bed_size,er_service_level,sex_male,sex_female,sex_unk,age_01_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_,age_under_1,age_unknown,asian_pacific_island,black,hispanic,native_american_eski,other_race,unknown_race,white,acute_care,against_medical_advice,died,hospice_care,home_health_service,residential_care,routine,psychiatric_care,sn_ic_care,medi_cal,medicare,other_payer,private_coverage,selfpay,all_other,english,spanish,ed_admit,ed_visit
2013,106370759,37,San Diego,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,91950,General Acute Care,0.0,200-299,BASIC,11377.0,13362.0,0.0,2128.0,2603.0,4803.0,3758.0,3694.0,3653.0,1774.0,1083.0,914.0,329.0,0.0,2174.0,6732.0,9422.0,8.0,473.0,10.0,5920.0,335.0,199.0,74.0,0.0,0.0,0.0,23915.0,34.0,38.0,10006.0,4324.0,3236.0,1506.0,0.0,130.0,21808.0,2801.0,5903.0,24739.0
2013,106370771,37,San Diego,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,92037,General Acute Care,0.0,300-499,BASIC,11043.0,13129.0,0.0,811.0,1637.0,4296.0,3692.0,3293.0,3360.0,2337.0,1863.0,2751.0,132.0,0.0,2081.0,960.0,2289.0,38.0,1028.0,58.0,17718.0,270.0,192.0,72.0,23.0,63.0,1.0,23004.0,180.0,284.0,1691.0,6010.0,3274.0,10920.0,0.0,616.0,23181.0,375.0,7106.0,24172.0
2013,106370780,37,San Diego,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,92056,General Acute Care,0.0,300-499,BASIC,25485.0,31116.0,3.0,6197.0,5401.0,9749.0,7660.0,6831.0,6678.0,4349.0,3259.0,4968.0,1512.0,0.0,1163.0,3701.0,16935.0,78.0,4595.0,551.0,29581.0,1633.0,558.0,108.0,38.0,172.0,33.0,53159.0,282.0,271.0,14756.0,12292.0,6432.0,11547.0,0.0,312.0,51016.0,5276.0,9940.0,56604.0
2013,106370782,37,San Diego,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,92103,General Acute Care,1.0,300-499,COMPREHENSIVE,26499.0,25341.0,11.0,730.0,2419.0,9938.0,8625.0,9085.0,10310.0,5678.0,2804.0,2054.0,149.0,59.0,3057.0,7166.0,9766.0,152.0,2493.0,549.0,28668.0,502.0,948.0,58.0,0.0,35.0,27.0,49634.0,179.0,248.0,9786.0,9911.0,7369.0,13508.0,0.0,738.0,48654.0,2459.0,13514.0,51851.0
2013,106370875,37,San Diego,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,91911,General Acute Care,0.0,300-499,BASIC,19388.0,28890.0,0.0,5026.0,5098.0,8457.0,6888.0,6021.0,5420.0,3583.0,3202.0,3429.0,1154.0,0.0,3431.0,2701.0,29799.0,46.0,4421.0,210.0,7670.0,623.0,1198.0,75.0,1.0,100.0,152.0,44878.0,287.0,370.0,15638.0,9428.0,5577.0,11516.0,0.0,1008.0,36398.0,10872.0,9487.0,48278.0
2013,106370977,37,San Diego,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,92064,General Acute Care,0.0,200-299,BASIC,10428.0,14013.0,0.0,2325.0,2601.0,3622.0,3199.0,3147.0,2763.0,1948.0,1726.0,2755.0,355.0,0.0,3.0,888.0,3340.0,141.0,3721.0,30.0,16318.0,775.0,0.0,63.0,10.0,49.0,1.0,22660.0,398.0,366.0,5134.0,5604.0,2572.0,8281.0,0.0,1010.0,22443.0,988.0,3466.0,24441.0
2013,106371394,37,San Diego,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,92024,General Acute Care,0.0,150-199,BASIC,14770.0,18623.0,0.0,2990.0,3127.0,4081.0,4075.0,3934.0,4257.0,3484.0,2728.0,4276.0,441.0,0.0,994.0,727.0,5423.0,46.0,1158.0,152.0,24893.0,1225.0,719.0,41.0,31.0,144.0,19.0,30780.0,167.0,201.0,3935.0,9267.0,2391.0,13942.0,0.0,210.0,31729.0,1454.0,5544.0,33393.0
2013,106380857,38,San Francisco,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,General Acute Care,1.0,200-299,BASIC,13651.0,14609.0,3.0,2083.0,1606.0,4802.0,4167.0,3678.0,3695.0,3209.0,2159.0,2433.0,432.0,0.0,5817.0,4290.0,4608.0,76.0,1171.0,564.0,11738.0,29.0,112.0,26.0,24.0,63.0,1.0,27414.0,310.0,113.0,1709.0,6096.0,707.0,17924.0,0.0,1879.0,24744.0,1641.0,4433.0,28264.0
2013,106380929,38,San Francisco,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,2333 BUCHANAN STREET,SAN FRANCISCO,94115,General Acute Care,1.0,300-499,BASIC,14115.0,15919.0,0.0,6379.0,2159.0,3027.0,3375.0,3200.0,2953.0,2813.0,2150.0,2669.0,1309.0,0.0,4983.0,2962.0,393.0,774.0,3052.0,131.0,17739.0,259.0,640.0,23.0,13.0,164.0,27.0,28718.0,29.0,50.0,4625.0,5145.0,336.0,16831.0,0.0,3304.0,26269.0,461.0,8162.0,30034.0
2013,106380933,38,San Francisco,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,601 DUBOCE AVENUE,SAN FRANCISCO,94117,General Acute Care,0.0,200-299,BASIC,7784.0,4906.0,0.0,157.0,334.0,1932.0,2452.0,2815.0,2266.0,1427.0,727.0,566.0,14.0,0.0,550.0,1697.0,253.0,98.0,582.0,66.0,9444.0,100.0,406.0,5.0,14.0,52.0,11.0,11999.0,35.0,18.0,1711.0,2467.0,680.0,5196.0,0.0,235.0,12246.0,209.0,1519.0,12690.0
2013,106380939,38,San Francisco,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,1001 POTRERO AVENUE,SAN FRANCISCO,94110,General Acute Care,1.0,300-499,COMPREHENSIVE,26298.0,16473.0,0.0,1318.0,1562.0,8522.0,8719.0,8327.0,8222.0,4009.0,1085.0,615.0,328.0,64.0,5366.0,10590.0,11493.0,396.0,1140.0,566.0,13220.0,789.0,14.0,0.0,0.0,0.0,46.0,41459.0,385.0,50.0,21383.0,4856.0,469.0,5552.0,0.0,1325.0,32144.0,9302.0,10960.0,42771.0
2013,106380960,38,San Francisco,ST. FRANCIS MEMORIAL HOSPITAL,900 HYDE STREET,SAN FRANCISCO,94109,General Acute Care,0.0,200-299,BASIC,17254.0,11743.0,2.0,409.0,779.0,5624.0,5315.0,5673.0,5793.0,3234.0,1117.0,996.0,59.0,0.0,2647.0,6499.0,3118.0,19.0,1164.0,475.0,15077.0,160.0,1208.0,29.0,4.0,17.0,5.0,27451.0,45.0,69.0,5957.0,5674.0,3086.0,5975.0,0.0,1377.0,26825.0,797.0,3528.0,28999.0
2013,106380964,38,San Francisco,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,General Acute Care,0.0,200-299,BASIC,11076.0,13452.0,0.0,2752.0,2028.0,4108.0,3977.0,3641.0,3260.0,1932.0,1100.0,1095.0,635.0,0.0,1537.0,7126.0,7786.0,64.0,769.0,41.0,7205.0,352.0,251.0,9.0,6.0,57.0,3.0,23700.0,74.0,4.0,11518.0,4155.0,607.0,3813.0,0.0,581.0,18806.0,5141.0,2002.0,24528.0
2013,106380965,38,San Francisco,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",450 STANYAN STREET,SAN FRANCISCO,94117,General Acute Care,1.0,300-499,BASIC,7748.0,6678.0,0.0,119.0,702.0,2735.0,2195.0,2213.0,2152.0,1561.0,1156.0,1587.0,6.0,0.0,2338.0,2032.0,1121.0,13.0,188.0,204.0,8530.0,63.0,372.0,28.0,3.0,78.0,45.0,13601.0,121.0,112.0,2109.0,4149.0,265.0,4217.0,0.0,1069.0,13200.0,157.0,3124.0,14426.0
2013,106381154,38,San Francisco,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,General Acute Care,1.0,500+,BASIC,13964.0,15428.0,14.0,3225.0,2369.0,4966.0,4498.0,3838.0,3861.0,2831.0,1671.0,1351.0,781.0,15.0,4390.0,4594.0,3970.0,96.0,2952.0,716.0,12688.0,132.0,0.0,38.0,30.0,49.0,21.0,28367.0,642.0,58.0,6710.0,5718.0,657.0,11321.0,0.0,2555.0,25857.0,994.0,8786.0,29406.0
2013,106382715,38,San Francisco,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,94133,General Acute Care,0.0,50-99,STANDBY,1906.0,2375.0,0.0,121.0,156.0,310.0,214.0,350.0,423.0,577.0,975.0,1131.0,24.0,0.0,3848.0,132.0,64.0,3.0,14.0,14.0,206.0,43.0,64.0,0.0,0.0,1.0,0.0,4171.0,0.0,1.0,747.0,1295.0,242.0,1733.0,0.0,3681.0,596.0,4.0,1440.0,4281.0
2013,106390846,39,San Joaquin,DAMERON HOSPITAL,525 WEST ACACIA,STOCKTON,95203,General Acute Care,0.0,200-299,BASIC,17243.0,23186.0,2.0,6122.0,4454.0,7135.0,5481.0,4886.0,4481.0,2827.0,1834.0,1823.0,1388.0,0.0,3036.0,10687.0,14550.0,4.0,819.0,0.0,11335.0,370.0,1650.0,47.0,13.0,21.0,0.0,37862.0,155.0,307.0,18597.0,6503.0,1120.0,9233.0,0.0,445.0,38465.0,1521.0,4217.0,40431.0
2013,106390923,39,San Joaquin,ADVENTIST HEALTH LODI MEMORIAL,975 SOUTH FAIRMONT AVENUE,LODI,95240,General Acute Care,0.0,150-199,BASIC,12879.0,15839.0,1.0,3997.0,3167.0,4398.0,3594.0,3091.0,3172.0,2216.0,1882.0,2170.0,1032.0,0.0,993.0,694.0,8229.0,17.0,580.0,198.0,18008.0,856.0,1117.0,59.0,16.0,54.0,0.0,26109.0,88.0,254.0,10978.0,6321.0,1506.0,5754.0,0.0,348.0,25138.0,3233.0,5001.0,28719.0
2013,106391010,39,San Joaquin,SAN JOAQUIN GENERAL HOSPITAL,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,General Acute Care,0.0,150-199,BASIC,16732.0,14911.0,0.0,2699.0,2562.0,6122.0,5092.0,5292.0,5487.0,2489.0,737.0,373.0,790.0,0.0,2426.0,6353.0,13093.0,39.0,936.0,47.0,8749.0,226.0,505.0,39.0,0.0,0.0,0.0,29146.0,31.0,79.0,11253.0,2530.0,2392.0,3315.0,0.0,1076.0,25624.0,4943.0,4029.0,31643.0
2013,106391042,39,San Joaquin,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,General Acute Care,0.0,300-499,BASIC,19946.0,25939.0,0.0,7325.0,4675.0,7661.0,5884.0,5354.0,5044.0,3546.0,2208.0,2278.0,1910.0,0.0,3294.0,8668.0,18304.0,322.0,1290.0,336.0,13671.0,360.0,3045.0,126.0,6.0,86.0,52.0,41586.0,365.0,173.0,23585.0,9118.0,1050.0,5823.0,0.0,1190.0,39207.0,5488.0,9297.0,45885.0
2013,106391056,39,San Joaquin,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BOULEVARD,TRACY,95376,General Acute Care,0.0,50-99,BASIC,12977.0,16626.0,0.0,5026.0,3639.0,4542.0,4805.0,3756.0,3062.0,1810.0,1200.0,855.0,908.0,0.0,1394.0,3209.0,11559.0,111.0,2504.0,40.0,10786.0,220.0,103.0,23.0,21.0,56.0,1.0,28561.0,91.0,95.0,11597.0,3785.0,1098.0,7866.0,0.0,988.0,25587.0,3028.0,2465.0,29603.0
2013,106392287,39,San Joaquin,DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,95336,General Acute Care,0.0,50-99,BASIC,10551.0,15205.0,0.0,4383.0,3138.0,3997.0,3637.0,2854.0,2550.0,1645.0,1307.0,1302.0,943.0,0.0,290.0,1264.0,8797.0,30.0,1755.0,152.0,13468.0,317.0,335.0,25.0,2.0,15.0,0.0,24977.0,42.0,42.0,1769.0,4491.0,705.0,15420.0,0.0,171.0,24672.0,913.0,2074.0,25756.0
2013,106394009,39,San Joaquin,KAISER FOUNDATION HOSPITAL - MANTECA,1777 WEST YOSEMITE AVENUE,MANTECA,95337,General Acute Care,0.0,50-99,BASIC,24540.0,30028.0,0.0,6518.0,6618.0,6867.0,6731.0,7042.0,7110.0,5320.0,4034.0,3274.0,1054.0,0.0,3222.0,4471.0,17440.0,229.0,1821.0,312.0,27073.0,1145.0,452.0,48.0,73.0,18.0,12.0,51577.0,241.0,224.0,3905.0,11159.0,899.0,35652.0,0.0,474.0,50487.0,3607.0,4797.0,54568.0
2013,106400466,40,San Luis Obispo,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,General Acute Care,0.0,50-99,BASIC,6666.0,7897.0,0.0,1989.0,2126.0,2579.0,2248.0,1843.0,1921.0,1043.0,263.0,279.0,272.0,0.0,192.0,194.0,3270.0,24.0,328.0,68.0,10487.0,276.0,170.0,9.0,10.0,9.0,2.0,13989.0,60.0,14.0,4751.0,357.0,1072.0,5873.0,0.0,84.0,13918.0,561.0,1765.0,14563.0
2013,106400480,40,San Luis Obispo,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,General Acute Care,0.0,100-149,BASIC,4508.0,4909.0,0.0,721.0,920.0,1967.0,1479.0,1336.0,1477.0,957.0,202.0,236.0,122.0,0.0,128.0,220.0,1243.0,11.0,251.0,166.0,7398.0,56.0,82.0,11.0,10.0,34.0,1.0,9072.0,94.0,37.0,2281.0,397.0,875.0,4272.0,0.0,74.0,8979.0,364.0,2129.0,9417.0
2013,106400524,40,San Luis Obispo,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY STREET,SAN LUIS OBISPO,93405,General Acute Care,0.0,150-199,BASIC,8957.0,9723.0,0.0,1719.0,2410.0,3652.0,2217.0,2011.0,2211.0,1589.0,1107.0,1276.0,488.0,0.0,214.0,354.0,2232.0,26.0,899.0,224.0,14731.0,168.0,49.0,41.0,9.0,52.0,1.0,18183.0,79.0,98.0,549.0,3811.0,1392.0,10419.0,0.0,54.0,18099.0,527.0,2333.0,18680.0
2013,106400548,40,San Luis Obispo,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS ROAD,TEMPLETON,93465,General Acute Care,0.0,100-149,BASIC,12926.0,16142.0,0.0,3581.0,3122.0,4739.0,3993.0,3260.0,3340.0,2541.0,1819.0,2005.0,668.0,0.0,150.0,683.0,5013.0,19.0,726.0,353.0,22124.0,371.0,106.0,39.0,9.0,107.0,4.0,28238.0,38.0,97.0,1066.0,6330.0,2244.0,15861.0,0.0,74.0,27037.0,1957.0,3484.0,29068.0
2013,106410782,41,San Mateo,SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,94403,General Acute Care,0.0,200-299,BASIC,19235.0,20096.0,0.0,2192.0,2312.0,7130.0,7384.0,7251.0,7179.0,3795.0,1154.0,533.0,401.0,0.0,695.0,357.0,33112.0,173.0,2553.0,111.0,2330.0,996.0,216.0,24.0,0.0,0.0,0.0,36834.0,690.0,15.0,9612.0,3174.0,18542.0,1374.0,0.0,1241.0,21949.0,16141.0,3007.0,39331.0
2013,106410804,41,San Mateo,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY,94063,General Acute Care,0.0,200-299,BASIC,10531.0,11439.0,0.0,2042.0,1895.0,2689.0,2720.0,2711.0,2793.0,2357.0,1973.0,2404.0,386.0,0.0,2393.0,1253.0,5900.0,83.0,980.0,189.0,11172.0,122.0,213.0,15.0,22.0,126.0,3.0,21058.0,126.0,92.0,824.0,5479.0,763.0,13212.0,0.0,378.0,19409.0,2183.0,3339.0,21970.0
2013,106410806,41,San Mateo,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,General Acute Care,0.0,100-149,BASIC,14726.0,15841.0,0.0,2726.0,2406.0,3903.0,3424.0,3499.0,4094.0,3525.0,3058.0,3547.0,385.0,0.0,8005.0,2166.0,8017.0,104.0,1540.0,204.0,10531.0,197.0,145.0,36.0,75.0,256.0,3.0,29391.0,197.0,108.0,1175.0,8074.0,946.0,18173.0,0.0,1062.0,27090.0,2415.0,3599.0,30567.0
2013,106410817,41,San Mateo,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,94015,General Acute Care,0.0,300-499,BASIC,9156.0,11611.0,2.0,2235.0,1919.0,3275.0,2870.0,2526.0,2409.0,1773.0,1565.0,1792.0,405.0,0.0,3581.0,861.0,9913.0,7.0,276.0,2497.0,3634.0,207.0,532.0,41.0,4.0,1.0,0.0,19868.0,14.0,82.0,6215.0,4618.0,626.0,6514.0,0.0,2849.0,16159.0,1761.0,5007.0,20769.0
2013,106410852,41,San Mateo,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,94010,General Acute Care,0.0,200-299,BASIC,16751.0,20328.0,1.0,4308.0,3169.0,4517.0,4740.0,4728.0,4620.0,3404.0,2819.0,3985.0,790.0,0.0,3541.0,1483.0,8341.0,57.0,3784.0,207.0,19667.0,232.0,148.0,52.0,69.0,160.0,19.0,35604.0,249.0,167.0,7470.0,8694.0,1354.0,16059.0,0.0,1350.0,33428.0,2302.0,8223.0,37080.0
2013,106410891,41,San Mateo,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,General Acute Care,0.0,200-299,BASIC,8213.0,10627.0,0.0,2369.0,1895.0,2217.0,2386.0,2396.0,2204.0,1715.0,1325.0,2003.0,330.0,0.0,1227.0,694.0,4733.0,7.0,642.0,492.0,11045.0,1.0,313.0,17.0,7.0,2.0,214.0,18011.0,35.0,136.0,4163.0,4493.0,535.0,7448.0,0.0,72.0,17050.0,1718.0,2496.0,18840.0
2013,106420483,42,Santa Barbara,GOLETA VALLEY COTTAGE HOSPITAL,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,General Acute Care,0.0,50-99,BASIC,8804.0,9212.0,0.0,1561.0,2966.0,4141.0,1815.0,1720.0,1852.0,1303.0,950.0,1498.0,210.0,0.0,875.0,557.0,4918.0,26.0,26.0,99.0,11515.0,716.0,321.0,11.0,0.0,2.0,23.0,16361.0,93.0,70.0,2852.0,3434.0,972.0,7968.0,0.0,198.0,16486.0,1332.0,525.0,18016.0
2013,106420491,42,Santa Barbara,LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,93436,General Acute Care,0.0,50-99,BASIC,8500.0,10551.0,0.0,2735.0,1904.0,3756.0,2416.0,2196.0,2155.0,1324.0,978.0,1021.0,566.0,0.0,284.0,1526.0,7116.0,62.0,414.0,562.0,9087.0,379.0,1159.0,16.0,0.0,7.0,0.0,17026.0,62.0,72.0,6925.0,3595.0,2221.0,3201.0,0.0,35.0,17402.0,1614.0,1349.0,19051.0
2013,106420493,42,Santa Barbara,MARIAN REGIONAL MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,93454,General Acute Care,0.0,300-499,BASIC,23141.0,28226.0,2.0,11522.0,7261.0,9347.0,7362.0,5642.0,4452.0,1829.0,499.0,531.0,2924.0,0.0,855.0,1164.0,32188.0,26.0,288.0,70.0,16778.0,203.0,453.0,30.0,14.0,81.0,12.0,50310.0,218.0,28.0,28358.0,858.0,2293.0,11274.0,0.0,396.0,37249.0,13724.0,6285.0,51369.0
2013,106420514,42,Santa Barbara,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,SANTA BARBARA,93102,General Acute Care,0.0,300-499,BASIC,17282.0,18253.0,0.0,3778.0,3175.0,5946.0,4047.0,4405.0,4570.0,3432.0,2137.0,3101.0,944.0,0.0,624.0,858.0,12304.0,34.0,59.0,160.0,21496.0,173.0,907.0,58.0,15.0,15.0,62.0,33172.0,441.0,359.0,8246.0,8305.0,1284.0,11005.0,0.0,369.0,30123.0,5043.0,8078.0,35535.0
2013,106420522,42,Santa Barbara,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,93463,General Acute Care,0.0,1-49,STANDBY,2960.0,3669.0,0.0,554.0,603.0,676.0,587.0,623.0,885.0,839.0,759.0,1025.0,78.0,0.0,80.0,58.0,1191.0,55.0,2.0,23.0,5220.0,460.0,32.0,5.0,3.0,5.0,6.0,5961.0,20.0,15.0,831.0,2232.0,403.0,2469.0,0.0,53.0,6158.0,418.0,150.0,6629.0
2013,106430705,43,Santa Clara,REGIONAL MEDICAL OF SAN JOSE,225 NORTH JACKSON AVENUE,SAN JOSE,95116,General Acute Care,0.0,200-299,BASIC,24134.0,28062.0,0.0,8757.0,6613.0,8638.0,7435.0,6527.0,5276.0,3179.0,2296.0,2058.0,1417.0,0.0,9975.0,2555.0,32541.0,12.0,629.0,26.0,6458.0,603.0,1040.0,138.0,5.0,3.0,3.0,49837.0,188.0,73.0,5828.0,7277.0,19702.0,7543.0,0.0,3333.0,38778.0,10085.0,11154.0,52196.0
2013,106430763,43,Santa Clara,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,94040,General Acute Care,0.0,300-499,BASIC,22107.0,26644.0,0.0,6447.0,4492.0,6382.0,7054.0,5967.0,5441.0,3679.0,3234.0,4807.0,1246.0,2.0,7136.0,1756.0,10328.0,19.0,4359.0,2617.0,22536.0,623.0,573.0,83.0,28.0,184.0,0.0,46706.0,136.0,390.0,9001.0,10204.0,2640.0,20922.0,0.0,3414.0,40595.0,4742.0,7973.0,48751.0
2013,106430779,43,Santa Clara,GOOD SAMARITAN HOSPITAL-SAN JOSE,2425 SAMARITAN DRIVE,SAN JOSE,95124,General Acute Care,0.0,300-499,BASIC,17025.0,21564.0,0.0,5453.0,4092.0,4864.0,5079.0,5136.0,4460.0,2926.0,2505.0,3148.0,926.0,0.0,4342.0,1242.0,8454.0,11.0,1497.0,100.0,22943.0,383.0,212.0,75.0,1.0,0.0,5.0,37728.0,74.0,72.0,1122.0,7667.0,5772.0,20218.0,0.0,570.0,37385.0,634.0,8858.0,38589.0
2013,106430837,43,Santa Clara,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,95128,General Acute Care,0.0,300-499,BASIC,20981.0,28470.0,3.0,10110.0,5422.0,8345.0,6914.0,5072.0,4167.0,2539.0,1883.0,2455.0,2547.0,0.0,5447.0,2000.0,26726.0,181.0,2075.0,506.0,12519.0,215.0,295.0,47.0,1.0,0.0,0.0,48761.0,105.0,16.0,23194.0,6578.0,1851.0,10824.0,0.0,1229.0,42088.0,6137.0,6473.0,49454.0
2013,106430883,43,Santa Clara,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,General Acute Care,1.0,500+,COMPREHENSIVE,43544.0,42186.0,16.0,3196.0,5050.0,15892.0,15042.0,16261.0,17717.0,8373.0,2385.0,1085.0,745.0,0.0,7069.0,6828.0,39207.0,202.0,8413.0,687.0,23340.0,64.0,1799.0,76.0,37.0,162.0,206.0,80234.0,1549.0,262.0,24054.0,8035.0,24922.0,6835.0,0.0,5203.0,65853.0,14690.0,12040.0,85746.0
2013,106430905,43,Santa Clara,STANFORD HEALTH CARE,300 PASTEUR DRIVE,PALO ALTO,94305,General Acute Care,1.0,500+,BASIC,19574.0,22234.0,19.0,8700.0,5592.0,6211.0,4771.0,4010.0,3836.0,2607.0,1724.0,1732.0,2644.0,0.0,4376.0,3183.0,14673.0,52.0,4346.0,432.0,14765.0,113.0,4.0,66.0,19.0,146.0,0.0,38409.0,216.0,117.0,7861.0,2936.0,10441.0,15067.0,0.0,1325.0,33202.0,7300.0,10405.0,41827.0
2013,106431506,43,Santa Clara,KAISER FOUNDATION HOSPITAL - SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,95119,General Acute Care,0.0,200-299,BASIC,21530.0,24950.0,2.0,5442.0,5021.0,6136.0,5671.0,5733.0,5635.0,4392.0,3701.0,3699.0,1051.0,1.0,5239.0,2703.0,18510.0,154.0,1383.0,354.0,18139.0,134.0,677.0,67.0,45.0,157.0,2.0,44531.0,370.0,141.0,4914.0,10242.0,769.0,26246.0,0.0,838.0,42286.0,3358.0,6005.0,46482.0
2013,106434138,43,Santa Clara,ST. LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,95020,General Acute Care,0.0,50-99,BASIC,10483.0,13326.0,0.0,4661.0,3090.0,3493.0,3131.0,2730.0,2303.0,1530.0,991.0,984.0,896.0,0.0,322.0,360.0,14178.0,6.0,901.0,9.0,8033.0,622.0,838.0,34.0,0.0,0.0,5.0,22047.0,4.0,160.0,10772.0,3031.0,955.0,5815.0,0.0,91.0,19165.0,4553.0,1973.0,23809.0
2013,106434153,43,Santa Clara,KAISER FOUNDATION HOSPITAL - SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,General Acute Care,0.0,300-499,BASIC,25537.0,29811.0,3.0,6427.0,4761.0,7003.0,7237.0,6399.0,6912.0,5518.0,4448.0,5429.0,1217.0,0.0,12633.0,2393.0,13589.0,149.0,971.0,326.0,25290.0,63.0,412.0,83.0,51.0,265.0,10.0,53404.0,554.0,327.0,3345.0,12659.0,1188.0,35638.0,0.0,1521.0,50845.0,2985.0,8976.0,55351.0
2013,106440755,44,Santa Cruz,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,95065,General Acute Care,0.0,200-299,BASIC,16919.0,17751.0,3.0,2982.0,3482.0,5792.0,4729.0,4688.0,4619.0,3796.0,1897.0,2146.0,542.0,0.0,484.0,796.0,6220.0,6.0,1249.0,80.0,25838.0,226.0,628.0,34.0,4.0,73.0,277.0,31772.0,147.0,212.0,7953.0,6627.0,1847.0,7369.0,0.0,60.0,32579.0,2034.0,6582.0,34673.0
2013,106444013,44,Santa Cruz,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,95076,General Acute Care,0.0,100-149,BASIC,11782.0,14360.0,0.0,6081.0,3231.0,3875.0,3128.0,2528.0,2232.0,1675.0,875.0,991.0,1526.0,0.0,168.0,159.0,19487.0,1.0,6.0,81.0,6240.0,100.0,764.0,21.0,5.0,3.0,3.0,25167.0,13.0,15.0,14006.0,3390.0,1050.0,4382.0,0.0,36.0,14923.0,11183.0,3319.0,26142.0
2013,106450936,45,Shasta,MAYERS MEMORIAL HOSPITAL,43563 STATE HWY. 299 E,FALL RIVER MILLS,96028,General Acute Care,0.0,100-149,STANDBY,1691.0,1843.0,0.0,335.0,354.0,421.0,347.0,372.0,448.0,411.0,451.0,338.0,57.0,0.0,7.0,18.0,295.0,249.0,2931.0,34.0,0.0,74.0,42.0,11.0,1.0,1.0,3.0,3171.0,5.0,6.0,907.0,1204.0,116.0,888.0,0.0,6.0,3435.0,93.0,259.0,3534.0
