,datayear,oshpd_id2,county_name,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,control_type_desc,TRAUMA_CENTER_DESC,ed_lic_levl_end,rural_hospital_desc,teaching_hospital_desc,licensed_bed_size,mssa_designation,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic or Latino,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other_Languages,English,Spanish
52,,106150808,KERN,115 WEST E STREET,TEHACHAPI,93561,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Standby,SMALL/RURAL,,1-49,Rural,5003.0,5734.0,2.0,1301.0,1221.0,1522.0,1393.0,1148.0,1352.0,1238.0,813.0,564.0,187.0,,54.0,753.0,2058.0,19.0,1373.0,55.0,8485.0,833.0,483.0,12.0,,,,9080.0,50.0,,4901.0,2233.0,473.0,2431.0,701.0,10739.0,17.0,10382.0,340.0
53,,106154101,KERN,3001 SILLECT AVENUE,BAKERSFIELD,93308,General Acute Care Hospital,Investor - Corporation,,Basic,,,1-49,Urban,3233.0,4127.0,,115.0,341.0,725.0,1021.0,1087.0,1306.0,1189.0,917.0,650.0,9.0,,250.0,453.0,2080.0,36.0,2086.0,,4535.0,214.0,420.0,11.0,2.0,12.0,,6691.0,,5.0,2699.0,2605.0,131.0,1684.0,241.0,7360.0,41.0,7011.0,308.0
54,,106154168,KERN,1100 MAGELLAN DRIVE,TEHACHAPI,93561,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,,,,1-49,Rural,1111.0,1278.0,,335.0,218.0,317.0,323.0,235.0,278.0,266.0,223.0,141.0,53.0,,20.0,171.0,493.0,7.0,287.0,26.0,1878.0,154.0,65.0,2.0,4.0,3.0,,2132.0,1.0,1.0,964.0,498.0,156.0,624.0,147.0,2389.0,1.0,2302.0,86.0
55,,106164029,KINGS,115 MALL DRIVE,HANFORD,93230,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,150-199,Urban,46038.0,60834.0,4.0,16364.0,14096.0,18422.0,16029.0,12322.0,11168.0,7500.0,4784.0,3476.0,2715.0,,710.0,4716.0,73146.0,353.0,12744.0,1055.0,87186.0,1782.0,2969.0,124.0,12.0,97.0,3.0,100735.0,146.0,280.0,65814.0,14128.0,5442.0,13992.0,7277.0,106876.0,315.0,81413.0,25148.0
56,,106171049,LAKE,15630 18TH AVE,CLEARLAKE,95422,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Standby,SMALL/RURAL,,1-49,Rural,10090.0,11851.0,4.0,2061.0,1930.0,3238.0,3131.0,2253.0,3118.0,2888.0,1822.0,1116.0,380.0,8.0,143.0,938.0,3531.0,314.0,3592.0,206.0,16744.0,1402.0,381.0,44.0,7.0,9.0,1.0,19867.0,39.0,57.0,12372.0,5598.0,867.0,2094.0,1014.0,21945.0,25.0,20445.0,1475.0
57,,106171395,LAKE,5176 HILL ROAD EAST,LAKEPORT,95453,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,1-49,Rural,8394.0,9977.0,,1607.0,1647.0,2519.0,2352.0,2065.0,2618.0,2457.0,1609.0,1162.0,335.0,,176.0,396.0,3068.0,1131.0,1508.0,116.0,15044.0,825.0,158.0,17.0,11.0,13.0,4.0,16941.0,60.0,55.0,9083.0,5067.0,672.0,2497.0,1052.0,18371.0,31.0,17439.0,901.0
58,,106184008,LASSEN,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,,SMALL/RURAL,,1-49,Rural,4933.0,5392.0,,1142.0,1018.0,1700.0,1484.0,1125.0,1237.0,1100.0,748.0,550.0,221.0,,123.0,294.0,918.0,418.0,634.0,4.0,8852.0,579.0,34.0,4.0,,,,9158.0,69.0,53.0,4244.0,2225.0,1038.0,2362.0,456.0,10325.0,4.0,10253.0,68.0
59,,106190017,LOS ANGELES,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,General Acute Care Hospital,Investor - Individual,,Basic,,,100-149,Urban,6972.0,9120.0,1.0,1375.0,1514.0,2882.0,2409.0,2043.0,2274.0,1541.0,947.0,994.0,114.0,,2545.0,833.0,10744.0,55.0,4568.0,3736.0,4356.0,367.0,395.0,5.0,1.0,62.0,42.0,14761.0,164.0,175.0,1550.0,2810.0,272.0,10554.0,907.0,16093.0,1493.0,12664.0,1936.0
60,,106190034,LOS ANGELES,1600 WEST AVENUE J,LANCASTER,93534,General Acute Care Hospital,District,,Basic,,,300-499,Urban,48013.0,65991.0,3.0,15547.0,12697.0,20538.0,17888.0,13452.0,13661.0,9176.0,4484.0,3092.0,3472.0,,1369.0,35844.0,44752.0,252.0,23758.0,1626.0,51157.0,379.0,5021.0,159.0,2.0,1.0,13.0,105530.0,249.0,270.0,73628.0,15533.0,3384.0,14544.0,6916.0,114007.0,642.0,101899.0,11466.0
61,,106190045,LOS ANGELES,100 FALLS CANYON ROAD,AVALON,90704,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Standby,SMALL/RURAL,,1-49,Frontier,1016.0,1120.0,,209.0,279.0,320.0,279.0,234.0,269.0,259.0,125.0,119.0,42.0,1.0,27.0,16.0,794.0,1.0,417.0,385.0,1290.0,174.0,8.0,1.0,,,,1947.0,,5.0,570.0,283.0,30.0,849.0,404.0,2136.0,22.0,1419.0,695.0
62,,106190053,LOS ANGELES,1050 LINDEN AVENUE,LONG BEACH,90813,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,22547.0,24414.0,12.0,4426.0,3669.0,8981.0,8241.0,6589.0,6753.0,4369.0,1881.0,1100.0,964.0,,1780.0,11370.0,20679.0,329.0,1953.0,371.0,31170.0,510.0,1559.0,73.0,1.0,15.0,4.0,43805.0,295.0,114.0,32463.0,6331.0,568.0,4069.0,3525.0,46973.0,251.0,39420.0,7302.0
63,,106190066,LOS ANGELES,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,General Acute Care Hospital,Investor - Corporation,,Basic,,,100-149,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,106190081,LOS ANGELES,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,13452.0,15810.0,,3770.0,3147.0,5239.0,4326.0,3551.0,3289.0,2267.0,1588.0,1425.0,659.0,1.0,575.0,553.0,25569.0,8.0,541.0,96.0,27489.0,284.0,1452.0,44.0,1.0,,4.0,26651.0,226.0,57.0,16588.0,7198.0,460.0,1736.0,3260.0,29262.0,296.0,23196.0,5770.0
65,,106190110,LOS ANGELES,3828 DELMAS TERRACE,CULVER CITY,90232,General Acute Care Hospital,Investor - Corporation,,Basic,,,300-499,Urban,7312.0,6954.0,1.0,576.0,928.0,2861.0,2664.0,2090.0,2339.0,1634.0,638.0,466.0,71.0,,576.0,4959.0,3667.0,115.0,47.0,21.0,8484.0,408.0,1339.0,16.0,,1.0,19.0,11872.0,238.0,248.0,1774.0,2287.0,205.0,8457.0,1493.0,14267.0,28.0,14094.0,145.0
66,,106190125,LOS ANGELES,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,32175.0,35601.0,,6447.0,6693.0,15953.0,11596.0,8949.0,8903.0,5206.0,1712.0,725.0,1592.0,,1111.0,22789.0,39033.0,75.0,1217.0,220.0,42364.0,346.0,3576.0,78.0,1.0,192.0,,62522.0,841.0,31.0,51546.0,5592.0,728.0,4139.0,5771.0,67776.0,59.0,50319.0,17398.0
67,,106190148,LOS ANGELES,555 EAST HARDY STREET,INGLEWOOD,90301,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,300-499,Urban,20374.0,23911.0,1.0,3386.0,3500.0,9286.0,7508.0,5804.0,6659.0,4397.0,1831.0,1213.0,702.0,,518.0,26559.0,12496.0,,2310.0,,14899.0,736.0,829.0,95.0,,,,42109.0,224.0,82.0,25279.0,6035.0,275.0,3955.0,8742.0,44286.0,56.0,40217.0,4013.0
68,,106190163,LOS ANGELES,1161 EAST COVINA BOULEVARD,COVINA,91724,Acute Psychiatric Hospital,Investor - Limited Liability Company,,,,,100-149,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,106190170,LOS ANGELES,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,45794.0,39535.0,,52871.0,19295.0,632.0,93.0,58.0,34.0,16.0,4.0,1.0,12325.0,,3386.0,5494.0,62087.0,27.0,70229.0,1341.0,4852.0,2.0,2770.0,4.0,,,,82159.0,332.0,12.0,77586.0,30.0,238.0,7356.0,,85329.0,1032.0,55678.0,28619.0
70,,106190184,LOS ANGELES,10802 COLLEGE PLACE,CERRITOS,90703,Acute Psychiatric Hospital,Investor - Corporation,,,,,150-199,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,106190197,LOS ANGELES,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,General Acute Care Hospital,Investor - Corporation,,Basic,,,50-99,Urban,18152.0,21268.0,,5416.0,5620.0,7089.0,5894.0,5583.0,4519.0,2588.0,1288.0,722.0,701.0,,62.0,2323.0,36203.0,28.0,31.0,,36974.0,1024.0,3135.0,32.0,1.0,2.0,1.0,35123.0,70.0,16.0,31828.0,1865.0,106.0,,5621.0,39420.0,3.0,37699.0,1718.0
72,,106190198,LOS ANGELES,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,General Acute Care Hospital,Investor - Corporation,,Standby,,,100-149,Urban,2561.0,2678.0,2.0,621.0,631.0,852.0,778.0,728.0,776.0,537.0,174.0,73.0,71.0,,104.0,512.0,3900.0,6.0,3169.0,486.0,959.0,396.0,455.0,2.0,,1.0,98.0,4067.0,44.0,177.0,3591.0,747.0,15.0,579.0,309.0,5241.0,30.0,3292.0,1919.0
73,,106190200,LOS ANGELES,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,200-299,Urban,9082.0,11607.0,,2571.0,2256.0,3235.0,2832.0,2393.0,2356.0,1868.0,1197.0,1423.0,558.0,,6953.0,642.0,9642.0,53.0,1595.0,67.0,11357.0,172.0,437.0,27.0,2.0,19.0,47.0,18739.0,377.0,256.0,1712.0,3773.0,274.0,13170.0,1760.0,20689.0,2913.0,16061.0,1715.0
74,,106190240,LOS ANGELES,3700 SOUTH STREET,LAKEWOOD,90712,General Acute Care Hospital,Investor - Corporation,,Basic,,,150-199,Urban,17859.0,24319.0,1.0,3653.0,3949.0,8008.0,6630.0,5270.0,5369.0,4132.0,2658.0,2069.0,441.0,,2603.0,11888.0,15830.0,76.0,12717.0,384.0,14511.0,995.0,1695.0,85.0,18.0,123.0,,38759.0,116.0,343.0,23079.0,8162.0,387.0,6858.0,3672.0,42179.0,194.0,38795.0,3190.0
75,,106190243,LOS ANGELES,11500 BROOKSHIRE AVENUE,DOWNEY,90241,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,20152.0,27909.0,3.0,6166.0,5775.0,8341.0,6466.0,5514.0,4924.0,4148.0,3044.0,2494.0,1192.0,,831.0,1866.0,40344.0,33.0,236.0,265.0,44833.0,1300.0,1322.0,29.0,9.0,25.0,28.0,44007.0,264.0,330.0,27129.0,8113.0,709.0,9050.0,3063.0,48064.0,113.0,36044.0,11907.0
76,,106190256,LOS ANGELES,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,General Acute Care Hospital,Investor - Individual,,Basic,,,100-149,Urban,6491.0,6848.0,,1425.0,1652.0,2703.0,2189.0,1904.0,1619.0,939.0,390.0,273.0,245.0,,85.0,384.0,12342.0,20.0,9.0,,12841.0,222.0,613.0,8.0,,2.0,3.0,11735.0,36.0,24.0,9399.0,1330.0,738.0,677.0,1195.0,13339.0,,10533.0,2806.0
77,,106190280,LOS ANGELES,16237 VENTURA BOULEVARD,ENCINO,91436,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,4132.0,4960.0,,437.0,603.0,1781.0,1742.0,1400.0,1329.0,814.0,443.0,505.0,38.0,,232.0,1059.0,1526.0,12.0,1573.0,294.0,5922.0,208.0,230.0,7.0,,,,8614.0,1.0,1.0,4148.0,1556.0,96.0,2303.0,989.0,9092.0,78.0,8880.0,134.0
78,,106190298,LOS ANGELES,250 SOUTH GRAND AVENUE,GLENDORA,91741,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,12878.0,16880.0,,3491.0,3218.0,4718.0,3912.0,3373.0,3461.0,2813.0,2152.0,2081.0,539.0,,965.0,1144.0,15431.0,48.0,601.0,125.0,26875.0,588.0,470.0,16.0,9.0,,,28101.0,266.0,276.0,,6546.0,346.0,20379.0,2487.0,29758.0,321.0,27642.0,1795.0
79,,106190315,LOS ANGELES,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,General Acute Care Hospital,Investor - Individual,,Basic,,,200-299,Urban,8739.0,10701.0,,2682.0,1768.0,2605.0,2351.0,2228.0,2322.0,2182.0,1304.0,1427.0,571.0,,8840.0,304.0,9079.0,,64.0,26.0,10206.0,251.0,291.0,55.0,,15.0,,18351.0,183.0,63.0,1796.0,3764.0,258.0,12070.0,1552.0,19440.0,5875.0,10758.0,2807.0
80,,106190323,LOS ANGELES,1509 WILSON TERRACE,GLENDALE,91206,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,500+,Urban,19537.0,25461.0,,3716.0,3793.0,6721.0,7011.0,5451.0,5917.0,5231.0,3461.0,3126.0,570.0,1.0,2151.0,1095.0,13103.0,47.0,2974.0,1327.0,37373.0,835.0,1672.0,53.0,31.0,183.0,1.0,41627.0,20.0,400.0,21945.0,8804.0,1064.0,9109.0,3740.0,44998.0,5545.0,36445.0,3008.0
81,,106190328,LOS ANGELES,150 WEST ROUTE 66,GLENDORA,91740,General Acute Care Hospital,Investor - Individual,,Basic,,,100-149,Urban,1835.0,1771.0,,377.0,411.0,729.0,585.0,535.0,463.0,290.0,101.0,78.0,37.0,,491.0,9.0,1736.0,,346.0,5.0,2755.0,104.0,375.0,,,,,2946.0,6.0,123.0,2376.0,508.0,24.0,293.0,405.0,3606.0,9.0,3270.0,327.0
82,,106190352,LOS ANGELES,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,General Acute Care Hospital,Investor - Corporation,,Basic,,,100-149,Urban,9021.0,10266.0,2.0,3120.0,2708.0,3609.0,3066.0,2581.0,1971.0,1038.0,427.0,314.0,455.0,,1433.0,362.0,15828.0,,7354.0,2204.0,7936.0,460.0,879.0,14.0,,,,17420.0,233.0,8.0,4238.0,976.0,205.0,12422.0,1448.0,19289.0,367.0,12497.0,6425.0
83,,106190380,LOS ANGELES,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,General Acute Care Hospital,Investor - Corporation,,,,,100-149,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,106190382,LOS ANGELES,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,General Acute Care Hospital,Investor - Individual,,Basic,,,300-499,Urban,15343.0,16734.0,,264.0,1471.0,7834.0,6521.0,5071.0,5030.0,3373.0,1467.0,926.0,120.0,,2248.0,4526.0,11494.0,18.0,19412.0,31.0,5833.0,389.0,1461.0,64.0,2.0,64.0,22.0,29369.0,468.0,180.0,6534.0,3727.0,82.0,18462.0,3243.0,32077.0,166.0,29061.0,2850.0
85,,106190385,LOS ANGELES,15031 RINALDI STREET,MISSION HILLS,91345,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,37987.0,51952.0,9.0,15721.0,12538.0,15177.0,12146.0,9494.0,8678.0,6108.0,3845.0,3272.0,2969.0,,1755.0,2708.0,70646.0,78.0,47297.0,703.0,37304.0,1234.0,672.0,119.0,1.0,17.0,29.0,87150.0,233.0,294.0,58145.0,10313.0,992.0,13049.0,7445.0,89948.0,1058.0,64807.0,24083.0
86,,106190392,LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,15225.0,16547.0,2.0,944.0,1907.0,7303.0,6471.0,4396.0,4551.0,3118.0,1648.0,1146.0,290.0,,2616.0,6899.0,15322.0,20.0,251.0,58.0,21930.0,784.0,3907.0,70.0,,,,26392.0,598.0,2.0,8545.0,4587.0,515.0,13544.0,4583.0,31774.0,1112.0,21211.0,9451.0
87,,106190400,LOS ANGELES,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,500+,Urban,23863.0,29349.0,5.0,5179.0,4477.0,8988.0,8991.0,6541.0,6201.0,5043.0,3397.0,3168.0,1232.0,,4197.0,7730.0,18969.0,126.0,16446.0,260.0,24323.0,1558.0,996.0,88.0,13.0,76.0,15.0,48688.0,296.0,273.0,3921.0,9631.0,17427.0,17798.0,4440.0,53217.0,1298.0,47408.0,4511.0
88,,106190413,LOS ANGELES,210 W. SAN BERNARDINO ROAD,COVINA,91723,General Acute Care Hospital,Investor - Corporation,,Basic,,,150-199,Urban,13476.0,17733.0,,2762.0,2918.0,5000.0,4508.0,3809.0,4351.0,3099.0,2105.0,2265.0,392.0,,1757.0,1684.0,18880.0,28.0,697.0,53.0,26990.0,682.0,646.0,81.0,10.0,,,29089.0,443.0,245.0,2477.0,7181.0,289.0,19217.0,2045.0,31209.0,496.0,27241.0,3472.0
89,,106190422,LOS ANGELES,3330 LOMITA BOULEVARD,TORRANCE,90505,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,500+,Urban,25997.0,37280.0,2.0,6803.0,6093.0,9263.0,8533.0,7188.0,7733.0,6256.0,4987.0,5105.0,1318.0,,7543.0,8461.0,22905.0,73.0,25094.0,280.0,21798.0,677.0,353.0,38.0,1.0,2.0,34.0,60711.0,571.0,343.0,20459.0,13397.0,833.0,24655.0,3622.0,63279.0,1522.0,57174.0,4583.0
90,,106190429,LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,30783.0,32547.0,2.0,4684.0,4030.0,11376.0,10033.0,7916.0,7760.0,6678.0,5472.0,4350.0,1033.0,,6564.0,9388.0,29024.0,241.0,28182.0,2299.0,16658.0,548.0,910.0,20.0,49.0,675.0,2.0,59846.0,921.0,290.0,18115.0,13844.0,185.0,25866.0,5301.0,63332.0,1794.0,50685.0,10853.0
91,,106190431,LOS ANGELES,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,27980.0,37188.0,1.0,6089.0,4835.0,8920.0,8181.0,7296.0,7945.0,7314.0,6793.0,6517.0,1279.0,,5988.0,21054.0,22075.0,202.0,21576.0,3155.0,13194.0,1074.0,2255.0,40.0,123.0,1005.0,10.0,59563.0,602.0,394.0,14389.0,16812.0,123.0,30923.0,2892.0,65169.0,1006.0,58150.0,6013.0
92,,106190432,LOS ANGELES,13652 CANTARA STREET,PANORAMA CITY,91402,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,29964.0,35686.0,,6977.0,5592.0,9671.0,7752.0,6772.0,7605.0,7584.0,6495.0,5848.0,1354.0,,6099.0,4515.0,33966.0,171.0,32777.0,779.0,21309.0,1166.0,980.0,80.0,148.0,881.0,4.0,60992.0,767.0,423.0,19372.0,16323.0,117.0,27311.0,2508.0,65650.0,1328.0,55450.0,8872.0
93,,106190434,LOS ANGELES,6041 CADILLAC AVENUE,LOS ANGELES,90034,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,32812.0,43802.0,3.0,6554.0,5747.0,12973.0,10234.0,7949.0,9125.0,8485.0,7127.0,7244.0,1179.0,,2960.0,36875.0,22991.0,219.0,22716.0,1382.0,12465.0,1812.0,1792.0,85.0,145.0,1258.0,4.0,70387.0,695.0,253.0,23573.0,18825.0,179.0,27594.0,6427.0,76617.0,771.0,67932.0,7914.0
94,,106190470,LOS ANGELES,4101 TORRANCE BOULEVARD,TORRANCE,90503,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,21985.0,29982.0,5.0,6695.0,5193.0,8558.0,7352.0,6025.0,6285.0,4555.0,3127.0,2810.0,1372.0,,4134.0,8302.0,22960.0,87.0,18049.0,527.0,20819.0,1331.0,2650.0,115.0,4.0,25.0,13.0,46836.0,472.0,319.0,24996.0,8380.0,1179.0,14127.0,3288.0,51972.0,1420.0,43922.0,6630.0
95,,106190475,LOS ANGELES,1720 TERMINO AVENUE,LONG BEACH,90804,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,4237.0,4976.0,,602.0,753.0,2011.0,1620.0,1398.0,1256.0,775.0,405.0,328.0,65.0,,489.0,2124.0,2854.0,41.0,1266.0,35.0,5258.0,270.0,,8.0,,7.0,,8855.0,2.0,27.0,4820.0,1354.0,173.0,1887.0,979.0,9213.0,86.0,8636.0,491.0
96,,106190500,LOS ANGELES,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,14244.0,15815.0,8.0,1355.0,2007.0,6227.0,5411.0,4176.0,4079.0,3060.0,1795.0,1748.0,152.0,57.0,1389.0,8060.0,6196.0,92.0,1846.0,238.0,18437.0,1372.0,846.0,29.0,7.0,68.0,,27166.0,457.0,81.0,11533.0,5181.0,936.0,9324.0,3093.0,30067.0,438.0,28595.0,1034.0
97,,106190517,LOS ANGELES,18321 CLARK STREET,TARZANA,91356,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,18820.0,23188.0,4.0,7058.0,4570.0,5653.0,5675.0,4223.0,4081.0,3816.0,2490.0,2936.0,1510.0,,890.0,1988.0,12737.0,24.0,6097.0,275.0,32724.0,396.0,291.0,27.0,5.0,12.0,36.0,40802.0,207.0,166.0,22002.0,7180.0,325.0,10095.0,2408.0,42012.0,2707.0,35402.0,3903.0
98,,106190521,LOS ANGELES,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,General Acute Care Hospital,Investor - Individual,,Basic,,,150-199,Urban,14502.0,19043.0,,3223.0,3082.0,7234.0,5879.0,4279.0,4429.0,2790.0,1138.0,933.0,558.0,,971.0,16812.0,11953.0,44.0,4565.0,499.0,10654.0,1270.0,1998.0,42.0,1.0,12.0,7.0,29311.0,76.0,176.0,3620.0,22179.0,1069.0,2175.0,4502.0,33545.0,2.0,33300.0,243.0
99,,106190522,LOS ANGELES,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,14781.0,18278.0,,2739.0,2713.0,5462.0,5155.0,4027.0,4326.0,3650.0,2351.0,2133.0,503.0,,1835.0,1390.0,14282.0,10.0,17505.0,132.0,12187.0,234.0,622.0,42.0,7.0,108.0,,31537.0,21.0,137.0,19791.0,6328.0,734.0,4940.0,1266.0,33059.0,2510.0,26636.0,3913.0
100,,106190524,LOS ANGELES,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,4828.0,5076.0,,460.0,923.0,1775.0,1584.0,1530.0,1555.0,1132.0,522.0,373.0,50.0,,725.0,1224.0,5691.0,11.0,55.0,11.0,7878.0,6.0,999.0,18.0,,7.0,1.0,8564.0,,23.0,6033.0,1767.0,129.0,640.0,1334.0,9904.0,413.0,6426.0,3065.0
101,,106190525,LOS ANGELES,2801 ATLANTIC AVENUE,LONG BEACH,90806,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,38421.0,47496.0,,20222.0,11161.0,13208.0,10421.0,7761.0,7137.0,5202.0,2803.0,2040.0,5962.0,,6137.0,17492.0,46756.0,583.0,25429.0,943.0,35316.0,921.0,,71.0,5.0,112.0,1.0,80535.0,403.0,273.0,56078.0,8346.0,821.0,16058.0,4614.0,85917.0,1040.0,71450.0,13427.0
102,,106190529,LOS ANGELES,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,17697.0,21425.0,3.0,4245.0,3945.0,5578.0,5012.0,4430.0,4511.0,3856.0,3259.0,3547.0,742.0,,5671.0,2450.0,6036.0,29.0,16037.0,329.0,14609.0,1107.0,1165.0,94.0,8.0,9.0,96.0,35631.0,205.0,358.0,3664.0,9065.0,614.0,23437.0,2345.0,39125.0,2065.0,33556.0,3504.0
103,,106190534,LOS ANGELES,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,200-299,Urban,9605.0,11796.0,,1201.0,1713.0,4544.0,3898.0,2934.0,3286.0,2143.0,872.0,679.0,131.0,,788.0,9899.0,4743.0,,6429.0,53.0,4232.0,790.0,593.0,27.0,,,28.0,19331.0,133.0,241.0,12033.0,3172.0,526.0,2779.0,2891.0,21401.0,186.0,20326.0,889.0
104,,106190547,LOS ANGELES,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,General Acute Care Hospital,Investor - Individual,,Basic,,,100-149,Urban,9189.0,13864.0,,4152.0,2942.0,4239.0,3099.0,2400.0,2075.0,1534.0,992.0,918.0,702.0,,1077.0,302.0,20870.0,15.0,87.0,10.0,21562.0,315.0,485.0,7.0,,1.0,,22154.0,63.0,18.0,3340.0,2530.0,221.0,15374.0,1588.0,23053.0,271.0,15155.0,7627.0
105,,106190555,LOS ANGELES,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,500+,Urban,29616.0,32617.0,14.0,3034.0,2907.0,11278.0,11543.0,8571.0,8540.0,6891.0,4572.0,4142.0,669.0,100.0,3400.0,13513.0,11312.0,59.0,5451.0,605.0,39200.0,1327.0,1427.0,141.0,12.0,338.0,7.0,57810.0,879.0,158.0,17480.0,13377.0,1480.0,23208.0,6702.0,62247.0,2702.0,56767.0,2778.0
106,,106190568,LOS ANGELES,18300 ROSCOE BOULEVARD,NORTHRIDGE,91325,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,25229.0,30557.0,1.0,6766.0,5971.0,10187.0,8073.0,6492.0,6262.0,4963.0,3031.0,2784.0,1257.0,1.0,3221.0,4086.0,27891.0,67.0,4244.0,558.0,43611.0,741.0,1936.0,80.0,102.0,510.0,8.0,52036.0,68.0,155.0,32422.0,8430.0,989.0,9171.0,4775.0,55787.0,1007.0,43578.0,11202.0
