,datayear,oshpd_id2,county_name,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,license_type_desc,control_type_desc,TRAUMA_CENTER_DESC,ed_lic_levl_end,rural_hospital_desc,teaching_hospital_desc,licensed_bed_size,mssa_designation,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other_Languages,English,Spanish
54,,106154101,KERN,3001 SILLECT AVENUE,BAKERSFIELD,93308,Hospital,Investor - Corporation,,Basic,,,1-49,Urban,4442.0,5973.0,,391.0,584.0,1343.0,1554.0,1597.0,1777.0,1289.0,1067.0,767.0,46.0,,213.0,696.0,2740.0,33.0,112.0,4.0,6617.0,370.0,1112.0,19.0,,,2.0,8881.0,,9.0,4536.0,3302.0,193.0,2013.0,371.0,10415.0,48.0,9983.0,384.0
55,,106164029,KINGS,115 MALL DRIVE,HANFORD,93230,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,50447.0,67033.0,3.0,20572.0,16070.0,20972.0,17531.0,13216.0,11131.0,6985.0,4280.0,3290.0,3435.0,1.0,669.0,4834.0,79561.0,271.0,1739.0,288.0,30121.0,1784.0,2538.0,85.0,15.0,68.0,2.0,112069.0,204.0,248.0,75822.0,13177.0,6447.0,15446.0,6543.0,117483.0,251.0,89752.0,27480.0
56,,106171049,LAKE,15630 18TH AVE,CLEARLAKE,95422,Hospital,Non-profit Corporation (incl. Church-related),,Standby,SMALL/RURAL,,1-49,Rural,9636.0,10909.0,,1900.0,1865.0,3226.0,2675.0,2280.0,3113.0,2595.0,1506.0,1075.0,310.0,,86.0,826.0,2600.0,205.0,551.0,163.0,16114.0,1703.0,469.0,37.0,6.0,19.0,,18064.0,71.0,58.0,11456.0,5246.0,798.0,1895.0,1150.0,20545.0,28.0,19645.0,872.0
57,,106171395,LAKE,5176 HILL ROAD EAST,LAKEPORT,95453,Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,1-49,Rural,8885.0,10419.0,1.0,1731.0,1872.0,2721.0,2638.0,2144.0,2750.0,2333.0,1667.0,1088.0,361.0,,134.0,346.0,3148.0,992.0,148.0,138.0,14399.0,492.0,184.0,10.0,4.0,23.0,2.0,18226.0,70.0,44.0,9921.0,5148.0,665.0,2410.0,1161.0,19305.0,38.0,18270.0,997.0
58,,106184008,LASSEN,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,1-49,Rural,5211.0,6078.0,,1123.0,1116.0,2053.0,1510.0,1372.0,1388.0,1152.0,675.0,618.0,282.0,,130.0,263.0,803.0,305.0,96.0,2.0,9690.0,652.0,56.0,10.0,,1.0,,9990.0,73.0,16.0,4840.0,2441.0,936.0,2456.0,616.0,11289.0,7.0,11208.0,74.0
59,,106190017,LOS ANGELES,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,Hospital,Investor - Individual,,Basic,,,100-149,Urban,6777.0,8560.0,,1427.0,1525.0,2642.0,2267.0,2028.0,2348.0,1268.0,787.0,860.0,185.0,,2394.0,813.0,10059.0,93.0,403.0,4.0,1571.0,337.0,424.0,9.0,1.0,55.0,49.0,14017.0,128.0,214.0,2057.0,2659.0,193.0,9618.0,810.0,15337.0,1441.0,12112.0,1784.0
60,,106190034,LOS ANGELES,1600 WEST AVENUE J,LANCASTER,93534,Hospital,District,,Basic,,,300-499,Urban,47973.0,65973.0,,16401.0,12371.0,21733.0,16595.0,13421.0,14260.0,8138.0,3966.0,3020.0,4041.0,,1259.0,35242.0,41498.0,136.0,1221.0,842.0,33748.0,434.0,7337.0,159.0,27.0,109.0,36.0,103323.0,238.0,408.0,72466.0,14768.0,2918.0,13599.0,10194.0,113946.0,515.0,102685.0,10746.0
61,,106190045,LOS ANGELES,100 FALLS CANYON ROAD,AVALON,90704,Hospital,Non-profit Corporation (incl. Church-related),,Standby,SMALL/RURAL,,1-49,Frontier,898.0,1068.0,,206.0,261.0,346.0,210.0,218.0,228.0,231.0,140.0,96.0,30.0,,11.0,11.0,593.0,,16.0,,1335.0,154.0,13.0,1.0,,,,1787.0,,1.0,517.0,285.0,32.0,858.0,274.0,1966.0,,1792.0,174.0
62,,106190053,LOS ANGELES,1050 LINDEN AVENUE,LONG BEACH,90813,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,23203.0,24911.0,4.0,5342.0,4069.0,9128.0,7982.0,7065.0,6912.0,3862.0,1574.0,894.0,1290.0,,1671.0,12093.0,21500.0,271.0,717.0,567.0,11299.0,467.0,1520.0,46.0,6.0,6.0,1.0,45399.0,63.0,66.0,32725.0,6201.0,481.0,3591.0,5104.0,48118.0,189.0,39691.0,8238.0
63,,106190066,LOS ANGELES,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,Hospital,Investor - Corporation,,,,,100-149,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,106190081,LOS ANGELES,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,13087.0,15443.0,,3938.0,3364.0,5210.0,4000.0,3312.0,3099.0,2194.0,1331.0,1325.0,757.0,,473.0,366.0,25373.0,3.0,203.0,25.0,2087.0,351.0,2154.0,56.0,,1.0,18.0,25154.0,232.0,33.0,16045.0,6908.0,421.0,1584.0,3572.0,28530.0,284.0,22595.0,5651.0
65,,106190110,LOS ANGELES,3828 DELMAS TERRACE,CULVER CITY,90232,Hospital,Investor - Corporation,,Basic,,,300-499,Urban,7964.0,7502.0,1.0,720.0,1059.0,2824.0,2720.0,2429.0,2737.0,1678.0,656.0,552.0,92.0,,657.0,5859.0,4026.0,64.0,12.0,15.0,4834.0,175.0,949.0,22.0,,1.0,2.0,13441.0,478.0,7.0,1908.0,2779.0,237.0,8749.0,1735.0,15467.0,27.0,15228.0,212.0
66,,106190125,LOS ANGELES,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,27031.0,29792.0,,6923.0,5712.0,13017.0,9362.0,7244.0,7529.0,3811.0,995.0,498.0,1732.0,,726.0,20006.0,32309.0,54.0,406.0,143.0,3179.0,201.0,3755.0,52.0,,75.0,2.0,51049.0,1020.0,29.0,43582.0,4170.0,498.0,2900.0,5673.0,56823.0,118.0,41852.0,14853.0
67,,106190148,LOS ANGELES,555 EAST HARDY STREET,INGLEWOOD,90301,Hospital,Investor - Limited Liability Company,,Basic,,,300-499,Urban,22000.0,26460.0,,4013.0,4076.0,10151.0,7722.0,6423.0,7391.0,4469.0,1930.0,1436.0,849.0,,486.0,29561.0,12978.0,,1193.0,,4242.0,1062.0,777.0,150.0,1.0,,,45794.0,330.0,115.0,28216.0,7065.0,349.0,4569.0,8261.0,48460.0,88.0,45039.0,3333.0
68,,106190159,LOS ANGELES,21530 PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,1222.0,1234.0,,203.0,239.0,448.0,360.0,322.0,402.0,241.0,138.0,90.0,13.0,,284.0,355.0,1072.0,3.0,60.0,25.0,657.0,125.0,78.0,5.0,1.0,1.0,,2172.0,15.0,42.0,1134.0,414.0,22.0,534.0,352.0,2456.0,21.0,2242.0,193.0
69,,106190170,LOS ANGELES,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,40695.0,35424.0,,46875.0,16224.0,626.0,77.0,45.0,31.0,8.0,2.0,2.0,12229.0,,3112.0,5132.0,58206.0,9.0,6434.0,307.0,2919.0,2.0,3428.0,7.0,,,,72392.0,229.0,11.0,68577.0,32.0,337.0,6105.0,637.0,76119.0,633.0,48229.0,27257.0
70,,106190184,LOS ANGELES,10802 COLLEGE PLACE,CERRITOS,90703,Hospital,Investor - Corporation,,,,,150-199,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,106190197,LOS ANGELES,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,Hospital,Investor - Corporation,,Basic,,,50-99,Urban,19161.0,22516.0,1.0,7092.0,6228.0,7326.0,5923.0,5511.0,4189.0,2558.0,1122.0,719.0,1010.0,,67.0,2290.0,38335.0,12.0,5.0,,969.0,1181.0,3660.0,26.0,,1.0,1.0,36765.0,29.0,4.0,31921.0,1892.0,69.0,,7796.0,41678.0,,39095.0,2583.0
72,,106190198,LOS ANGELES,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,Hospital,Investor - Corporation,,Standby,,,100-149,Urban,3005.0,3269.0,1.0,1337.0,898.0,888.0,854.0,845.0,722.0,390.0,122.0,62.0,157.0,,87.0,326.0,5298.0,,43.0,15.0,506.0,203.0,632.0,2.0,,2.0,25.0,5336.0,3.0,71.0,3818.0,590.0,7.0,1208.0,652.0,6275.0,27.0,3171.0,3077.0
73,,106190200,LOS ANGELES,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,Hospital,Investor - Limited Liability Company,,Basic,,,200-299,Urban,9460.0,12490.0,2.0,3219.0,2443.0,3464.0,2921.0,2574.0,2397.0,1725.0,1116.0,1383.0,709.0,1.0,6962.0,552.0,10497.0,31.0,611.0,39.0,3260.0,290.0,363.0,23.0,,6.0,20.0,19998.0,279.0,275.0,2499.0,3602.0,301.0,13938.0,1612.0,21952.0,2796.0,17537.0,1619.0
74,,106190240,LOS ANGELES,3700 SOUTH STREET,LAKEWOOD,90712,Hospital,Investor - Corporation,,Basic,,,150-199,Urban,18379.0,24690.0,1.0,4117.0,4269.0,7762.0,6499.0,5700.0,5713.0,4214.0,2315.0,1954.0,527.0,,2701.0,12088.0,16678.0,40.0,2211.0,445.0,8907.0,838.0,3056.0,78.0,14.0,116.0,,38516.0,114.0,289.0,23169.0,7987.0,392.0,6307.0,5213.0,43070.0,154.0,40012.0,2904.0
75,,106190243,LOS ANGELES,11500 BROOKSHIRE AVENUE,DOWNEY,90241,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,19858.0,26752.0,3.0,6742.0,5824.0,7693.0,6030.0,5167.0,4893.0,3841.0,2664.0,2354.0,1403.0,2.0,904.0,1950.0,38608.0,28.0,132.0,180.0,4811.0,1311.0,541.0,45.0,18.0,70.0,38.0,43585.0,203.0,201.0,26738.0,7512.0,651.0,9070.0,2642.0,46613.0,112.0,36689.0,9812.0
76,,106190256,LOS ANGELES,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,Hospital,Investor - Individual,,Basic,,,100-149,Urban,6714.0,7281.0,,1934.0,1764.0,2768.0,2212.0,1957.0,1627.0,783.0,382.0,237.0,331.0,,85.0,310.0,13055.0,13.0,5.0,,527.0,195.0,1391.0,13.0,,4.0,2.0,11677.0,27.0,8.0,10029.0,1162.0,738.0,691.0,1375.0,13995.0,1.0,8546.0,5448.0
77,,106190280,LOS ANGELES,16237 VENTURA BOULEVARD,ENCINO,91436,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,4035.0,4914.0,,569.0,688.0,1549.0,1705.0,1384.0,1352.0,763.0,387.0,498.0,54.0,,172.0,948.0,1232.0,2.0,541.0,33.0,6021.0,162.0,328.0,3.0,,2.0,3.0,8404.0,1.0,1.0,4190.0,1716.0,137.0,2007.0,899.0,8949.0,84.0,8784.0,81.0
78,,106190298,LOS ANGELES,250 SOUTH GRAND AVENUE,GLENDORA,91741,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,11230.0,15026.0,1.0,3400.0,3228.0,4415.0,3538.0,2945.0,3329.0,2183.0,1448.0,1322.0,449.0,,830.0,955.0,13020.0,63.0,257.0,71.0,11061.0,372.0,315.0,17.0,15.0,,,25102.0,227.0,194.0,3.0,4222.0,32.0,19655.0,2345.0,26257.0,602.0,23543.0,2112.0
79,,106190315,LOS ANGELES,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,Hospital,Investor - Individual,,Basic,,,200-299,Urban,9648.0,11883.0,3.0,3319.0,2214.0,3097.0,2550.0,2557.0,2605.0,1906.0,1233.0,1259.0,794.0,,9220.0,373.0,10669.0,3.0,69.0,16.0,1184.0,252.0,411.0,49.0,2.0,10.0,7.0,20377.0,147.0,52.0,2723.0,3473.0,408.0,13088.0,1842.0,21534.0,6070.0,12535.0,2929.0
80,,106190323,LOS ANGELES,1509 WILSON TERRACE,GLENDALE,91206,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,500+,Urban,19427.0,25403.0,2.0,4324.0,3947.0,7125.0,6772.0,5536.0,5887.0,4713.0,2992.0,2734.0,801.0,1.0,2144.0,1162.0,13238.0,44.0,1006.0,506.0,26732.0,1092.0,1063.0,38.0,9.0,70.0,13.0,41941.0,33.0,318.0,23170.0,7920.0,710.0,9771.0,3261.0,44832.0,4490.0,37961.0,2381.0
81,,106190328,LOS ANGELES,150 WEST ROUTE 66,GLENDORA,91740,Hospital,Investor - Individual,,Basic,,,100-149,Urban,1958.0,2220.0,,465.0,504.0,844.0,734.0,551.0,497.0,286.0,129.0,112.0,56.0,,432.0,16.0,2259.0,591.0,147.0,26.0,707.0,113.0,197.0,3.0,,4.0,12.0,3716.0,13.0,50.0,2859.0,635.0,19.0,284.0,381.0,4178.0,15.0,3548.0,615.0
82,,106190352,LOS ANGELES,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,Hospital,Investor - Corporation,,Basic,,,100-149,Urban,8681.0,10097.0,,3335.0,2773.0,3542.0,2907.0,2397.0,1748.0,928.0,344.0,243.0,561.0,,947.0,338.0,16238.0,,28.0,98.0,1129.0,413.0,647.0,12.0,,2.0,,17241.0,221.0,18.0,4723.0,705.0,215.0,11351.0,1784.0,18778.0,335.0,12265.0,6178.0
83,,106190382,LOS ANGELES,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,Hospital,Investor - Individual,,Basic,,,300-499,Urban,14494.0,15190.0,,274.0,1414.0,6982.0,5965.0,5001.0,4785.0,2936.0,1320.0,960.0,47.0,,2395.0,4165.0,13741.0,11.0,3713.0,105.0,5554.0,445.0,3569.0,68.0,,21.0,63.0,24776.0,420.0,188.0,5358.0,3328.0,73.0,14865.0,6028.0,29684.0,673.0,26043.0,2968.0
84,,106190385,LOS ANGELES,15031 RINALDI STREET,MISSION HILLS,91345,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,39049.0,52895.0,18.0,17231.0,12360.0,15952.0,12222.0,9692.0,8756.0,5850.0,3391.0,2954.0,3554.0,,1488.0,2808.0,72052.0,55.0,3003.0,564.0,11992.0,883.0,441.0,103.0,2.0,18.0,6.0,89772.0,121.0,223.0,58436.0,9948.0,810.0,13037.0,9731.0,91962.0,836.0,66347.0,24779.0
85,,106190392,LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,14158.0,15746.0,1.0,1120.0,1837.0,6750.0,5644.0,4404.0,4611.0,2839.0,1450.0,940.0,310.0,,2415.0,6476.0,14783.0,32.0,135.0,45.0,6019.0,985.0,2990.0,78.0,,,,25286.0,532.0,10.0,12852.0,4157.0,465.0,7112.0,5319.0,29905.0,1105.0,19686.0,9114.0
86,,106190400,LOS ANGELES,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,500+,Urban,23537.0,27906.0,3.0,5433.0,4691.0,8862.0,8144.0,6459.0,6293.0,4597.0,2723.0,2984.0,1260.0,,3704.0,8120.0,17578.0,144.0,3676.0,343.0,17881.0,1392.0,1415.0,87.0,11.0,80.0,47.0,46802.0,204.0,225.0,4519.0,8790.0,15997.0,17124.0,5016.0,51446.0,1280.0,45727.0,4439.0
87,,106190413,LOS ANGELES,210 W. SAN BERNARDINO ROAD,COVINA,91723,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,8410.0,10442.0,,1794.0,1854.0,2948.0,2495.0,2470.0,2874.0,1796.0,1167.0,1269.0,185.0,,1020.0,1002.0,10904.0,23.0,337.0,49.0,5517.0,290.0,439.0,45.0,14.0,,,17596.0,203.0,259.0,1.0,4062.0,10.0,13132.0,1647.0,18852.0,597.0,16187.0,2068.0
88,,106190422,LOS ANGELES,3330 LOMITA BOULEVARD,TORRANCE,90505,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,500+,Urban,25569.0,35922.0,2.0,6388.0,5847.0,8980.0,8172.0,7469.0,7758.0,5720.0,4746.0,5095.0,1318.0,,7236.0,7797.0,20869.0,65.0,4647.0,241.0,20638.0,659.0,388.0,43.0,3.0,,28.0,58966.0,546.0,416.0,18408.0,13414.0,1016.0,24924.0,3662.0,61493.0,1447.0,55630.0,4416.0
89,,106190429,LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,32624.0,35212.0,4.0,5600.0,4981.0,11932.0,10190.0,8636.0,8309.0,7220.0,5396.0,4465.0,1111.0,,7178.0,9578.0,31354.0,196.0,1201.0,2389.0,15944.0,438.0,899.0,21.0,43.0,484.0,4.0,64671.0,837.0,277.0,18267.0,13949.0,185.0,28657.0,6771.0,67840.0,2153.0,53396.0,12291.0
90,,106190431,LOS ANGELES,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,24730.0,32232.0,1.0,5658.0,4627.0,8004.0,6806.0,6421.0,7117.0,6383.0,5616.0,5241.0,1090.0,,4946.0,18288.0,19380.0,114.0,1104.0,2335.0,10796.0,855.0,939.0,42.0,163.0,762.0,10.0,53161.0,613.0,332.0,12672.0,14288.0,97.0,26591.0,3311.0,56963.0,725.0,50711.0,5527.0
91,,106190432,LOS ANGELES,13652 CANTARA STREET,PANORAMA CITY,91402,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,28717.0,33775.0,2.0,6917.0,5634.0,9203.0,7431.0,6573.0,7282.0,7142.0,5624.0,5342.0,1346.0,,5512.0,4041.0,32192.0,109.0,157.0,652.0,19831.0,878.0,488.0,80.0,127.0,660.0,31.0,58962.0,593.0,471.0,17722.0,15071.0,121.0,25372.0,4202.0,62494.0,778.0,53580.0,8136.0
92,,106190434,LOS ANGELES,6041 CADILLAC AVENUE,LOS ANGELES,90034,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,29254.0,39584.0,6.0,5781.0,5106.0,11587.0,8515.0,7315.0,8397.0,7753.0,6256.0,6981.0,1153.0,,2516.0,33636.0,18942.0,219.0,1110.0,1615.0,10806.0,1356.0,1433.0,89.0,169.0,1204.0,5.0,63247.0,697.0,339.0,20571.0,17116.0,141.0,24432.0,6577.0,68844.0,629.0,61374.0,6841.0
93,,106190470,LOS ANGELES,4101 TORRANCE BOULEVARD,TORRANCE,90503,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,25008.0,34027.0,3.0,8417.0,6155.0,9663.0,8482.0,7055.0,6752.0,4622.0,3112.0,2924.0,1856.0,,4846.0,9624.0,25516.0,86.0,3136.0,325.0,15505.0,1211.0,2083.0,97.0,5.0,26.0,9.0,54545.0,230.0,285.0,28745.0,8926.0,1296.0,16156.0,3913.0,59038.0,1515.0,50314.0,7209.0
94,,106190475,LOS ANGELES,1720 TERMINO AVENUE,LONG BEACH,90804,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,9996.0,12213.0,,1395.0,1897.0,4598.0,3880.0,3256.0,3018.0,1890.0,1031.0,1060.0,184.0,,1212.0,4678.0,6078.0,36.0,660.0,65.0,9480.0,809.0,,33.0,1.0,14.0,2.0,21063.0,18.0,137.0,10982.0,3793.0,324.0,4732.0,2378.0,22209.0,237.0,20918.0,1054.0
95,,106190500,LOS ANGELES,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,12277.0,13795.0,,1067.0,1722.0,5551.0,4519.0,3737.0,3730.0,2555.0,1486.0,1580.0,125.0,,1035.0,6923.0,4351.0,40.0,1016.0,8.0,12699.0,1056.0,1139.0,43.0,22.0,18.0,8.0,23049.0,369.0,71.0,2658.0,5213.0,945.0,15322.0,1934.0,26072.0,107.0,25372.0,593.0
96,,106190517,LOS ANGELES,18321 CLARK STREET,TARZANA,91356,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,17459.0,22695.0,4.0,6755.0,4166.0,5742.0,5435.0,4349.0,4153.0,3173.0,2256.0,2786.0,1343.0,,829.0,2034.0,11032.0,23.0,922.0,174.0,25144.0,330.0,335.0,37.0,4.0,23.0,3.0,38968.0,197.0,156.0,19817.0,6734.0,328.0,10403.0,2876.0,40158.0,3122.0,33552.0,3484.0
97,,106190521,LOS ANGELES,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,Hospital,Investor - Individual,,Basic,,,150-199,Urban,15644.0,20714.0,,4410.0,3614.0,8167.0,6126.0,4609.0,4613.0,2281.0,1003.0,714.0,821.0,,914.0,17872.0,13362.0,22.0,511.0,,3677.0,622.0,2114.0,40.0,1.0,10.0,4.0,33058.0,23.0,108.0,23193.0,2604.0,1077.0,1.0,9483.0,36358.0,10.0,35761.0,587.0
98,,106190522,LOS ANGELES,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,15416.0,18488.0,,3043.0,2756.0,5367.0,5106.0,4336.0,4483.0,3660.0,2351.0,2201.0,601.0,,1944.0,1479.0,14028.0,9.0,6373.0,22.0,10049.0,202.0,682.0,43.0,15.0,123.0,1.0,32230.0,16.0,141.0,18730.0,6571.0,588.0,5372.0,2643.0,33904.0,2271.0,27563.0,4070.0
99,,106190524,LOS ANGELES,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,6711.0,6935.0,2.0,1086.0,1574.0,2303.0,2238.0,2189.0,1978.0,1275.0,542.0,357.0,106.0,,845.0,1467.0,8296.0,17.0,109.0,11.0,2903.0,186.0,1143.0,15.0,2.0,8.0,1.0,11684.0,14.0,168.0,8547.0,2011.0,186.0,972.0,1921.0,13648.0,480.0,8771.0,4397.0
100,,106190525,LOS ANGELES,2801 ATLANTIC AVENUE,LONG BEACH,90806,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,37877.0,47286.0,,20516.0,11017.0,13334.0,9864.0,7567.0,6976.0,4589.0,2647.0,2053.0,6600.0,,5795.0,17717.0,46240.0,122.0,2432.0,390.0,12467.0,865.0,,87.0,4.0,84.0,,79923.0,443.0,287.0,52817.0,8219.0,815.0,15504.0,7808.0,85163.0,953.0,70589.0,13621.0
101,,106190529,LOS ANGELES,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,19508.0,24314.0,,5740.0,4734.0,6265.0,5684.0,4896.0,4927.0,4014.0,2902.0,3635.0,1025.0,,5937.0,2844.0,10162.0,21.0,12791.0,175.0,11892.0,1328.0,1818.0,105.0,6.0,3.0,9.0,40113.0,105.0,188.0,4447.0,8936.0,516.0,25864.0,4051.0,43822.0,1875.0,38316.0,3631.0
102,,106190534,LOS ANGELES,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,Hospital,Investor - Limited Liability Company,,Basic,,,200-299,Urban,9834.0,11640.0,,1298.0,1695.0,4413.0,3758.0,3065.0,3503.0,2028.0,863.0,752.0,99.0,,747.0,10171.0,4231.0,,2423.0,32.0,3870.0,810.0,979.0,32.0,,1.0,97.0,18919.0,184.0,259.0,11358.0,3412.0,644.0,2896.0,3164.0,21474.0,272.0,20215.0,987.0
103,,106190547,LOS ANGELES,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,Hospital,Investor - Individual,,Basic,,,100-149,Urban,8081.0,11690.0,,3426.0,2389.0,3630.0,2765.0,2139.0,1854.0,1265.0,802.0,818.0,683.0,,918.0,321.0,17831.0,14.0,40.0,11.0,636.0,282.0,354.0,12.0,,3.0,,19025.0,63.0,10.0,3608.0,2081.0,181.0,12419.0,1482.0,19771.0,287.0,13159.0,6325.0
104,,106190555,LOS ANGELES,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,500+,Urban,31072.0,34403.0,14.0,3496.0,3078.0,12240.0,11794.0,8872.0,8943.0,6968.0,4422.0,4737.0,836.0,103.0,3364.0,14593.0,10929.0,65.0,4114.0,573.0,31851.0,329.0,1400.0,136.0,25.0,739.0,6.0,60791.0,917.0,198.0,17861.0,14561.0,1491.0,24774.0,6802.0,65489.0,2973.0,60055.0,2461.0
105,,106190568,LOS ANGELES,18300 ROSCOE BOULEVARD,NORTHRIDGE,91325,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,25867.0,30706.0,7.0,7407.0,6371.0,10142.0,7617.0,6769.0,6819.0,4645.0,2673.0,2801.0,1336.0,,3146.0,4232.0,27552.0,76.0,4110.0,462.0,17002.0,486.0,1843.0,72.0,23.0,434.0,7.0,53243.0,16.0,235.0,31871.0,8134.0,879.0,10263.0,5433.0,56580.0,1089.0,44823.0,10668.0
106,,106190570,LOS ANGELES,13222 BLOOMFIELD AVENUE,NORWALK,90650,Hospital,Investor - Corporation,,Basic,,,50-99,Urban,2480.0,2521.0,,440.0,467.0,906.0,783.0,778.0,737.0,485.0,204.0,147.0,54.0,,231.0,507.0,3197.0,8.0,178.0,58.0,822.0,427.0,470.0,10.0,,,32.0,3813.0,15.0,207.0,2480.0,819.0,65.0,951.0,686.0,5001.0,70.0,4100.0,831.0
107,,106190587,LOS ANGELES,2776 PACIFIC AVENUE,LONG BEACH,90806,Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,4704.0,4991.0,1.0,491.0,730.0,1825.0,1615.0,1595.0,1649.0,996.0,412.0,322.0,61.0,,746.0,3360.0,3165.0,53.0,211.0,113.0,2048.0,235.0,672.0,10.0,,9.0,52.0,7717.0,444.0,403.0,5491.0,1983.0,91.0,805.0,1326.0,9696.0,95.0,8898.0,703.0
108,,106190630,LOS ANGELES,1798 NORTH GAREY AVENUE,POMONA,91767,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,36531.0,47394.0,,11842.0,9274.0,14293.0,11243.0,9423.0,9774.0,6532.0,4167.0,4118.0,3259.0,,4215.0,7599.0,46997.0,39.0,4447.0,15.0,20613.0,705.0,2375.0,133.0,30.0,4.0,21.0,78798.0,379.0,358.0,47339.0,12703.0,1932.0,15720.0,6231.0,83925.0,1345.0,69960.0,12620.0
